Candidate.Ref,DOJ.Extended,Duration.to.accept.offer,Notice.period,Offered.band,Pecent.hike.expected.in.CTC,Percent.hike.offered.in.CTC,Percent.difference.CTC,Joining.Bonus,Candidate.relocate.actual,Gender,Candidate.Source,Rex.in.Yrs,LOB,Location,Age,Status
2341609,No,0,90,E1,62.5,37.5,-15.38,No,No,Female,Direct,3,ERS,Chennai,25,1
2341882,No,5,30,E2,33.33,47.22,10.42,No,No,Male,Agency,8,ERS,Bangalore,30,1
2344320,Yes,4,30,E1,52.78,45.83,-4.55,No,No,Male,Agency,3,ERS,Noida,26,1
2344393,No,4,30,E1,42.86,22.45,-14.29,No,No,Male,Direct,2,ERS,Bangalore,27,1
2344417,No,1,60,E1,62.5,62.5,0,No,No,Male,Direct,3,ETS,Bangalore,27,1
2344479,Yes,56,30,E2,15.79,15.79,0,No,No,Male,Direct,8,EAS,Bangalore,45,1
2344493,Yes,5,0,E2,16.67,16.67,0,Yes,No,Male,Employee Referral,7,ERS,Bangalore,32,1
2344496,Yes,15,30,E1,150,150,0,No,No,Male,Direct,2,ERS,Chennai,26,1
2344500,No,33,30,E1,54.76,30.95,-15.38,No,No,Male,Agency,5,ERS,Chennai,28,0
2344524,No,1,30,E2,16.67,16.67,0,No,No,Male,Direct,4,INFRA,Hyderabad,32,0
2344526,Yes,17,30,E1,42.86,21.43,-15,No,No,Male,Agency,3,ERS,Chennai,28,1
2344555,No,22,30,E1,28.57,25,-2.78,No,No,Male,Agency,2,ERS,Chennai,26,1
2344561,No,50,30,E1,35,43.75,6.48,No,No,Male,Agency,3,ERS,Chennai,26,1
2344564,Yes,38,45,E2,44.93,44.93,0,No,No,Male,Agency,6,EAS,Noida,31,1
2344571,No,37,60,E1,75,62.5,-7.14,No,No,Male,Agency,4,ERS,Chennai,25,0
2344591,Yes,126,30,E1,28.21,34.62,5,No,No,Male,Agency,3,ERS,Chennai,30,0
2344626,No,0,90,E1,34.48,25.17,-6.92,No,No,Male,Direct,6,ERS,Chennai,32,1
2344637,Yes,12,60,E2,16,20,3.45,No,No,Male,Direct,8,ERS,Chennai,32,0
2344675,No,13,30,E2,29.73,29.73,0,No,No,Male,Direct,10,ERS,Bangalore,33,1
2344696,Yes,15,30,E2,15.38,15.38,0,No,No,Male,Direct,5,INFRA,Noida,30,1
2344720,Yes,18,30,E1,63.64,63.64,0,No,No,Male,Direct,1,INFRA,Chennai,25,1
2344721,No,1,60,E1,53.85,41.54,-8,No,No,Male,Agency,6,CSMP,Chennai,31,1
2344760,Yes,69,90,E1,47.73,19.32,-19.23,No,No,Male,Agency,3,ERS,Chennai,26,0
2344790,No,0,30,E1,28.57,25,-2.78,No,No,Male,Agency,3,ERS,Chennai,30,1
2344801,Yes,2,30,E1,25,16.25,-7,No,No,Female,Direct,3,ERS,Chennai,27,1
2344809,Yes,45,30,E1,38.89,18.06,-15,No,No,Male,Direct,4,BFSI,Bangalore,28,1
2344843,No,1,90,E1,67.36,49.58,-10.63,No,No,Male,Agency,4,BFSI,Gurgaon,27,0
2344866,No,4,30,E1,87.5,87.5,0,No,No,Male,Agency,4,BFSI,Gurgaon,28,1
2344890,No,1,30,E2,64.46,60.7,-2.29,No,No,Male,Direct,5,INFRA,Noida,33,1
2344948,No,1,30,E1,20.83,-10,-25.52,No,No,Male,Direct,1,INFRA,Noida,30,1
2344972,No,129,30,E1,28,20,-6.25,No,No,Male,Direct,2,INFRA,Noida,28,0
2345008,No,124,60,E1,26.23,26.23,0,No,No,Female,Direct,6,CSMP,Noida,31,0
2345026,No,6,60,E1,128.57,100,-12.5,No,No,Male,Agency,4,BFSI,Bangalore,27,0
2345033,No,1,90,E2,60,60,0,No,No,Male,Direct,6,ERS,Bangalore,31,1
2345141,Yes,48,60,E1,100,100,0,No,Yes,Male,Agency,4,Healthcare,Noida,29,1
2345154,Yes,96,90,E3,25,250,180,No,No,Male,Employee Referral,10,INFRA,Noida,36,1
2345184,No,1,60,E2,44.44,38.89,-3.85,No,No,Male,Direct,6,INFRA,Chennai,31,1
2345246,Yes,1,30,E2,49.33,49.33,0,No,No,Female,Employee Referral,7,BFSI,Mumbai,29,1
2345361,No,37,30,E3,36.29,36.29,0,No,No,Male,Direct,5,INFRA,Chennai,29,1
2347639,No,0,30,E2,36.36,27.27,-6.67,No,No,Male,Direct,4,INFRA,Noida,31,1
2347665,No,1,30,E2,37.5,30,-5.45,No,No,Male,Direct,4,INFRA,Noida,31,1
2347682,No,3,60,E1,53.85,45.05,-5.71,No,No,Female,Direct,4,ERS,Chennai,28,0
2347707,Yes,26,30,E1,138.1,74.6,-26.67,No,No,Male,Direct,1,AXON,Chennai,24,1
2347709,No,14,30,E2,32.35,32.35,0,No,No,Female,Direct,5,ERS,Chennai,29,1
2347714,No,53,60,E3,35,30,-3.7,No,No,Female,Employee Referral,7,INFRA,Noida,31,1
2347794,No,1,60,E1,38.89,-6.44,-32.64,No,No,Male,Direct,3,INFRA,Bangalore,27,1
2347817,No,15,30,E1,14.75,-12.57,-23.81,No,No,Male,Agency,4,ERS,Chennai,29,0
2347820,No,0,90,E2,27.27,18.18,-7.14,No,No,Male,Direct,6,AXON,Noida,29,1
2347823,Yes,18,60,E1,29.64,29.64,0,No,No,Male,Agency,5,ERS,Chennai,28,1
2347830,No,4,30,E2,30.77,22.47,-6.34,No,No,Male,Direct,6,INFRA,Noida,32,0
2347861,Yes,18,30,E2,37.25,82.35,32.86,No,No,Male,Agency,6,ERS,Hyderabad,36,1
2347883,Yes,32,30,E1,39.29,39.29,0,No,No,Male,Direct,2,ERS,Chennai,25,1
2347905,No,31,60,E2,42.86,42.86,0,No,No,Male,Direct,4,INFRA,Chennai,27,1
2347925,Yes,84,90,E1,66.67,36.36,-18.18,No,No,Male,Direct,3,BFSI,Bangalore,27,0
2347926,Yes,27,90,E1,86.05,62.79,-12.5,No,No,Male,Employee Referral,5,ERS,Chennai,28,1
2347958,No,6,0,E1,79.17,56.25,-12.79,No,No,Male,Direct,2,ERS,Bangalore,24,0
2347971,Yes,3,45,E1,70.73,28.05,-25,No,No,Male,Direct,3,ERS,Chennai,25,1
2347978,No,1,30,E1,50,21.88,-18.75,No,No,Male,Direct,2,ERS,Chennai,24,1
2347983,Yes,54,60,E2,50.94,41.51,-6.25,No,No,Female,Direct,6,ERS,Chennai,29,1
2347985,No,5,90,E2,15.38,11.54,-3.33,No,No,Male,Agency,8,ERS,Bangalore,31,1
2348009,Yes,57,45,E1,52.17,34.78,-11.43,No,No,Male,Agency,4,BFSI,Bangalore,27,1
2348023,Yes,54,60,E1,18.18,18.18,0,No,No,Female,Direct,3,AXON,Noida,29,0
2348036,No,21,30,E1,10,10,0,No,No,Male,Agency,3,BFSI,Bangalore,27,0
2348060,No,2,30,E1,50,62.5,8.33,No,No,Male,Direct,4,INFRA,Mumbai,32,1
2348066,No,0,30,E1,38.89,33.33,-4,No,No,Male,Agency,3,BFSI,Bangalore,28,1
2348070,No,40,60,E1,59.31,17.65,-26.15,No,No,Male,Agency,3,BFSI,Bangalore,27,0
2348085,Yes,15,30,E1,30,20,-7.69,No,No,Male,Agency,4,BFSI,Bangalore,30,1
2348090,Yes,85,60,E3,50,25,-16.67,No,No,Male,Agency,9,ETS,Noida,33,1
2348093,No,37,30,E1,30.43,19.57,-8.33,No,No,Male,Direct,3,BFSI,Bangalore,25,1
2348102,Yes,16,30,E1,38.89,33.33,-4,No,No,Male,Agency,4,BFSI,Bangalore,31,1
2348103,No,37,30,E2,36.78,36.78,0,No,Yes,Male,Direct,2,INFRA,Noida,25,1
2348104,No,37,30,E1,113.18,113.18,0,No,No,Male,Agency,5,BFSI,Bangalore,30,1
2348139,Yes,55,30,E1,57.14,37.14,-12.73,No,No,Male,Agency,4,BFSI,Bangalore,28,1
2348170,No,7,30,E1,73.91,69.57,-2.5,No,No,Male,Agency,2,ERS,Chennai,28,1
2348181,No,3,60,E2,42.86,42.86,0,No,No,Male,Agency,5,INFRA,Chennai,27,1
2348198,Yes,31,30,E1,37.93,34.48,-2.5,No,No,Male,Agency,2,ERS,Chennai,25,1
2348209,No,1,30,E2,42.86,33.41,-6.61,No,No,Male,Direct,5,INFRA,Noida,30,0
2348305,Yes,13,90,E2,35.14,21.62,-10,No,No,Male,Direct,7,BFSI,Bangalore,35,1
2348410,No,1,60,E1,87.5,79.17,-4.44,No,No,Male,Direct,1,CSMP,Bangalore,24,1
2348443,No,12,30,E1,50,62.5,8.33,No,No,Female,Direct,5,ERS,Chennai,30,1
2348599,Yes,41,90,E2,29.94,29.94,0,No,No,Male,Direct,7,ETS,Chennai,33,1
2349422,No,1,60,E2,50,50,0,No,No,Male,Direct,6,INFRA,Noida,28,1
2349443,Yes,1,60,E2,50,110,40,No,No,Male,Direct,7,INFRA,Gurgaon,31,1
2349485,Yes,21,60,E2,40,40,0,No,No,Male,Direct,12,INFRA,Bangalore,32,1
2350880,Yes,43,60,E1,50.94,37.74,-8.75,No,No,Male,Agency,6,BFSI,Bangalore,33,0
2351269,No,31,30,E2,48.1,28.35,-13.33,No,No,Male,Agency,8,BFSI,Bangalore,39,1
2351414,No,4,30,E2,43.2,25.3,-12.5,No,No,Male,Agency,8,BFSI,Bangalore,32,0
2351522,No,29,30,E1,34.15,21.95,-9.09,No,No,Male,Direct,6,BFSI,Bangalore,31,1
2351527,No,81,90,E2,39.1,25.96,-9.45,No,No,Male,Direct,8,BFSI,Bangalore,33,0
2351533,Yes,8,30,E1,23.6,23.6,0,No,No,Male,Agency,3,Healthcare,Noida,31,1
2351549,No,9,30,E2,38.89,28.89,-7.2,No,No,Male,Direct,8,BFSI,Bangalore,37,1
2351587,No,4,30,E2,28.76,18.03,-8.33,No,No,Male,Agency,7,BFSI,Bangalore,33,0
2351651,Yes,26,30,E2,70.45,59.09,-6.67,No,No,Male,Agency,4,EAS,Chennai,30,0
2351713,Yes,19,30,E1,0,-18.75,-18.75,No,No,Male,Agency,4,BFSI,Bangalore,30,1
2351722,Yes,59,60,E1,60.38,34.91,-15.88,No,No,Male,Agency,3,BFSI,Gurgaon,29,1
2351755,No,35,60,E2,108.33,74.64,-16.17,No,No,Male,Agency,2,INFRA,Noida,26,1
2351781,Yes,65,45,E1,54.49,43.26,-7.27,No,No,Male,Agency,3,BFSI,Gurgaon,28,0
2351783,Yes,86,60,E1,46,21,-17.12,No,No,Male,Agency,3,BFSI,Gurgaon,29,1
2351805,Yes,72,60,E2,57.14,41.43,-10,No,No,Male,Agency,6,BFSI,Bangalore,30,1
2351823,Yes,25,30,E1,57.14,37.14,-12.73,No,No,Male,Agency,3,BFSI,Bangalore,27,1
2351837,No,41,30,E1,47.06,41.18,-4,No,No,Male,Agency,3,BFSI,Bangalore,32,0
2351842,Yes,26,30,E1,92.31,84.62,-4,No,No,Male,Agency,3,BFSI,Bangalore,27,1
2351858,No,4,60,E2,44.44,22.22,-15.38,No,No,Male,Direct,8,INFRA,Chennai,35,1
2351875,No,5,60,E2,33.33,26.67,-5,No,No,Female,Agency,7,BFSI,Bangalore,30,0
2351880,No,3,30,E1,71.05,73.68,1.54,No,No,Male,Agency,4,ERS,Chennai,29,1
2351887,No,4,30,E1,37.5,37.5,0,No,No,Male,Direct,3,ETS,Bangalore,27,1
2351892,Yes,27,30,E1,71.88,50,-12.73,No,No,Male,Agency,4,BFSI,Bangalore,29,1
2351895,Yes,68,60,E1,87.67,47.45,-21.43,No,No,Male,Agency,3,BFSI,Gurgaon,29,1
2351897,Yes,21,60,E3,25,162.5,110,No,No,Male,Employee Referral,6,INFRA,Noida,34,1
2351902,No,4,30,E1,38.89,38.89,0,No,No,Male,Direct,3,ETS,Bangalore,26,1
2351912,No,10,90,E2,30.72,17.65,-10,No,No,Male,Direct,8,BFSI,Chennai,33,0
2351922,No,8,30,E1,40,40,0,No,No,Male,Agency,3,ERS,Chennai,26,1
2351930,Yes,37,30,E1,20.69,13.79,-5.71,No,No,Male,Employee Referral,4,ERS,Chennai,27,1
2351957,Yes,13,60,E2,25.39,22.26,-2.5,No,No,Male,Agency,6,BFSI,Bangalore,29,1
2351967,Yes,77,45,E2,82.53,30.38,-28.57,No,No,Male,Agency,9,BFSI,Bangalore,33,1
2351969,No,3,30,E2,40,28.57,-8.16,No,No,Male,Direct,3,INFRA,Hyderabad,27,1
2351970,Yes,7,30,E2,41.67,33.33,-5.88,No,No,Male,Agency,7,EAS,Hyderabad,30,1
2351976,No,6,30,E2,30.95,30.95,0,No,No,Male,Direct,4,INFRA,Noida,28,1
2351989,No,116,30,E1,58.73,41.09,-11.11,No,No,Male,Agency,5,BFSI,Bangalore,30,0
2352009,Yes,17,30,E1,32.2,32.2,0,No,No,Male,Direct,3,INFRA,Bangalore,24,1
2352030,No,0,30,E2,11.76,-1.18,-11.58,No,No,Male,Direct,3,INFRA,Chennai,30,1
2352035,No,33,60,E1,75,-12.5,-50,No,No,Male,Direct,1,ERS,Bangalore,25,1
2352049,No,6,30,E1,42.51,42.51,0,No,No,Male,Direct,4,INFRA,Mumbai,27,1
2352074,No,3,30,E1,21.01,21.01,0,No,No,Male,Direct,2,INFRA,Chennai,25,1
2352077,No,1,90,E1,48.94,38.3,-7.14,No,No,Male,Agency,5,CSMP,Chennai,30,1
2352094,Yes,103,90,E1,33.06,20.97,-9.09,No,No,Female,Agency,4,ERS,Chennai,27,1
2352101,Yes,64,45,E2,40.06,-1.7,-29.82,No,No,Female,Direct,6,ERS,Bangalore,31,1
2352117,Yes,3,30,E1,44.23,20.19,-16.67,No,No,Male,Direct,3,INFRA,Mumbai,30,1
2352137,No,0,30,E2,37.04,30,-5.14,No,No,Male,Direct,4,INFRA,Mumbai,35,1
2352147,No,1,45,E1,58.76,58.76,0,No,No,Male,Direct,1,INFRA,Mumbai,26,1
2352159,No,1,30,E1,40,40,0,No,No,Male,Direct,3,INFRA,Noida,30,1
2352168,Yes,16,30,E1,37.5,37.5,0,No,No,Female,Direct,3,AXON,Bangalore,25,1
2352172,No,7,30,E1,-2.7,17.12,20.37,No,No,Male,Direct,1,INFRA,Noida,25,1
2352175,No,3,30,E2,39.71,39.71,0,No,No,Male,Agency,4,INFRA,Noida,30,1
2352203,Yes,7,30,E1,13.42,36.53,20.37,No,No,Female,Direct,1,INFRA,Noida,24,1
2352238,Yes,0,0,E1,11.11,-16.67,-25,No,No,Male,Direct,1,INFRA,Noida,22,1
2352240,No,0,0,E1,11.11,-16.67,-25,No,No,Male,Direct,1,INFRA,Noida,24,1
2352241,No,0,0,E1,11.11,-16.67,-25,No,No,Female,Direct,1,INFRA,Noida,23,1
2352243,Yes,1,0,E1,20,-10,-25,No,No,Female,Direct,1,INFRA,Noida,22,1
2352305,No,7,60,E2,4.9,4.9,0,No,No,Male,Direct,7,ETS,Bangalore,34,0
2352320,Yes,16,90,E2,17.12,-0.9,-15.38,No,No,Male,Employee Referral,8,ERS,Chennai,35,1
2353365,No,31,30,E1,38.89,16.67,-16,No,No,Male,Direct,3,AXON,Bangalore,28,1
2353371,Yes,7,30,E1,15.74,0,-13.6,No,No,Male,Employee Referral,1,INFRA,Noida,34,1
2354228,No,43,60,E1,150,150,0,No,No,Male,Direct,2,ERS,Bangalore,26,0
2354269,Yes,124,60,E2,57.89,28.95,-18.33,No,No,Male,Direct,7,ERS,Bangalore,38,0
2354306,Yes,0,30,E1,50,50,0,No,No,Male,Agency,2,INFRA,Noida,26,0
2354325,Yes,2,30,E2,40.63,59.38,13.33,No,No,Male,Agency,6,INFRA,Noida,26,1
2354384,Yes,12,60,E2,-6.06,-6.06,0,No,No,Male,Direct,6,ERS,Bangalore,31,1
2354400,No,3,60,E1,86.92,63.55,-12.5,No,No,Male,Direct,3,ERS,Chennai,28,1
2354413,No,1,30,E1,60,45,-9.38,No,No,Male,Direct,8,ERS,Chennai,35,1
2354515,No,0,30,E2,34.62,53.85,14.29,No,No,Male,Direct,4,INFRA,Noida,28,1
2354793,Yes,5,30,E1,94.44,94.44,0,No,No,Male,Agency,1,ERS,Chennai,25,1
2355364,No,40,45,E1,42.86,16.19,-18.67,No,No,Male,Agency,6,ERS,Chennai,25,1
2355391,Yes,33,30,E1,42.86,39.29,-2.5,No,No,Male,Agency,14,ERS,Bangalore,43,1
2355420,No,64,60,E1,85.19,66.67,-10,No,No,Male,Direct,4,ERS,Bangalore,30,1
2355458,No,5,30,E1,95.65,63.04,-16.67,No,No,Male,Direct,3,ERS,Bangalore,25,0
2355463,Yes,4,30,E1,57.89,44.74,-8.33,No,No,Male,Direct,2,ERS,Bangalore,25,1
2355503,No,30,60,E2,31.58,31.58,0,No,No,Male,Direct,6,ETS,Chennai,34,1
2355514,Yes,45,30,E1,50,50,0,No,No,Male,Direct,4,ETS,Hyderabad,30,1
2355527,Yes,1,30,E2,77.78,88.89,6.25,No,No,Male,Direct,5,ETS,Chennai,27,1
2355539,Yes,5,30,E2,8.33,0,-7.69,No,No,Male,Direct,6,ETS,Chennai,29,1
2355568,No,0,45,E1,55.95,46.2,-6.25,No,No,Male,Direct,4,ETS,Gurgaon,27,1
2355854,Yes,33,45,E1,150,162.5,5,No,No,Male,Direct,3,ERS,Chennai,26,1
2356640,Yes,29,30,E1,21.74,15.02,-5.52,No,No,Female,Employee Referral,1,INFRA,Noida,25,1
2356683,Yes,2,60,E2,37.5,62.5,18.18,No,No,Male,Agency,4,INFRA,Bangalore,26,1
2356687,No,0,30,E1,25,9.38,-12.5,No,No,Male,Direct,1,ERS,Bangalore,27,1
2356692,No,13,60,E1,95.65,84.78,-5.56,No,No,Female,Agency,4,BFSI,Bangalore,33,1
2356703,Yes,16,30,E1,22.45,42.86,16.67,No,No,Male,Direct,1,ERS,Bangalore,25,1
2356746,Yes,24,30,E2,29.41,17.65,-9.09,No,No,Male,Agency,6,EAS,Chennai,33,1
2356796,Yes,72,30,E2,28.42,15.15,-10.33,No,No,Male,Agency,8,BFSI,Bangalore,36,0
2356805,Yes,8,30,E1,42.86,33.93,-6.25,No,No,Male,Direct,9,ERS,Bangalore,29,0
2356813,Yes,36,60,E3,13.68,15.5,1.6,No,No,Male,Agency,12,ETS,Bangalore,36,1
2356815,No,20,30,E1,125.73,95.64,-13.33,No,No,Male,Direct,3,ERS,Chennai,25,1
2356822,Yes,75,60,E1,71.7,70.33,-0.8,No,No,Male,Direct,4,ERS,Chennai,28,1
2356842,No,1,30,E2,29.41,29.41,0,No,No,Male,Agency,7,INFRA,Noida,31,1
2356853,No,2,30,E2,44.44,44.44,0,No,No,Female,Direct,3,INFRA,Bangalore,26,1
2356867,Yes,28,60,E1,0,0,0,No,No,Male,Agency,3,ERS,Chennai,32,1
2356872,Yes,6,30,E2,6.67,5.33,-1.25,No,No,Female,Direct,6,ERS,Chennai,29,1
2356881,Yes,61,60,E2,70.21,70.21,0,No,No,Male,Direct,6,ERS,Chennai,28,1
2356894,Yes,0,30,E2,46.55,46.55,0,No,No,Male,Agency,5,ERS,Chennai,28,1
2356898,No,61,60,E2,13.48,13.48,0,No,No,Male,Agency,9,ERS,Chennai,28,1
2356902,Yes,35,60,E2,50,40,-6.67,No,No,Female,Direct,6,ERS,Bangalore,27,1
2356911,Yes,25,30,E2,25,17.71,-5.83,No,No,Female,Direct,8,ERS,Chennai,31,0
2356913,No,5,30,E1,60.71,60.71,0,No,No,Male,Direct,3,ERS,Bangalore,27,1
2356922,No,23,60,E1,25,2.27,-18.18,Yes,No,Male,Agency,3,ERS,Chennai,27,0
2356923,No,23,60,E1,0,0.83,0.83,No,No,Male,Agency,4,ERS,Chennai,27,0
2356927,No,19,60,E1,56.25,31.25,-16,No,No,Female,Agency,3,ERS,Chennai,26,1
2356936,Yes,84,45,E1,81.82,36.36,-25,No,No,Male,Agency,3,ERS,Hyderabad,29,0
2356944,No,4,60,E1,55.56,105.56,32.14,No,No,Female,Agency,3,ERS,Hyderabad,28,0
2356974,No,3,30,E1,74.22,42.86,-18,No,No,Male,Direct,0,ERS,Chennai,29,1
2356982,Yes,1,90,E2,50,50,0,No,No,Male,Direct,3,INFRA,Others,31,1
2356985,No,0,30,E2,25,7.14,-14.29,No,No,Male,Direct,6,INFRA,Noida,31,1
2356992,No,6,30,E2,39.71,47.06,5.26,No,No,Male,Employee Referral,14,ERS,Chennai,33,0
2357003,No,10,30,E2,26.83,26.83,0,No,No,Male,Agency,9,ERS,Chennai,33,1
2357013,No,0,30,E1,160.42,134.38,-10,No,No,Male,Direct,1,ERS,Bangalore,23,1
2357038,No,0,60,E2,33.33,31.67,-1.25,No,No,Male,Agency,6,INFRA,Noida,35,1
2357044,Yes,25,30,E1,31.52,31.52,0,No,No,Female,Employee Referral,3,BFSI,Bangalore,26,1
2357062,No,2,90,E2,43.75,31.25,-8.7,No,No,Male,Direct,8,BFSI,Chennai,30,1
2357068,Yes,23,90,E2,35.29,35.29,0,No,No,Male,Agency,8,ERS,Chennai,32,0
2357079,Yes,22,30,E1,150,137.5,-5,No,No,Male,Agency,3,ERS,Chennai,28,1
2357087,Yes,36,30,E1,-9.48,-9.48,0,No,No,Male,Agency,3,ERS,Chennai,29,1
2357091,No,0,30,E2,18.05,24.61,5.56,No,No,Male,Agency,6,INFRA,Chennai,32,1
2357093,No,23,90,E2,30,5,-19.23,No,No,Male,Agency,8,ERS,Bangalore,32,0
2357094,Yes,20,30,E1,50,95,30,No,No,Female,Direct,2,ERS,Bangalore,30,1
2357103,No,1,30,E2,30,8,-16.92,No,No,Male,Direct,4,INFRA,Noida,28,1
2357113,No,104,90,E1,85.95,85.95,0,No,No,Female,Agency,4,Healthcare,Bangalore,26,1
2357114,No,7,90,E1,62.5,50,-7.69,No,No,Male,Agency,3,BFSI,Bangalore,27,0
2357125,No,0,60,E2,37.5,55,12.73,No,No,Male,Direct,3,INFRA,Noida,30,1
2357140,No,0,30,E2,57.14,42.86,-9.09,No,No,Male,Direct,3,INFRA,Noida,31,1
2357147,No,0,30,E2,60,160,62.5,No,No,Male,Agency,4,INFRA,Bangalore,27,1
2357166,Yes,69,60,E2,32.67,32.67,0,No,No,Male,Agency,6,INFRA,Chennai,32,1
2357172,Yes,0,30,E1,129.17,87.5,-18.18,No,No,Male,Agency,3,ERS,Chennai,27,1
2357175,Yes,28,30,E1,33.33,22.22,-8.33,No,No,Male,Agency,4,BFSI,Bangalore,28,1
2357182,Yes,1,60,E2,40,30,-7.14,No,No,Male,Agency,5,INFRA,Noida,26,1
2357194,No,2,30,E2,23.53,23.53,0,No,No,Male,Agency,8,BFSI,Bangalore,40,0
2357218,No,35,90,E1,30.43,30.43,0,No,No,Male,Agency,3,BFSI,Bangalore,27,0
2357258,Yes,4,30,E1,33.33,33.33,0,No,No,Female,Agency,5,BFSI,Bangalore,30,1
2357261,Yes,59,90,E3,35,50.68,11.62,No,No,Male,Direct,6,INFRA,Mumbai,30,1
2357271,Yes,0,30,E1,14.75,14.75,0,No,No,Male,Agency,4,BFSI,Bangalore,30,1
2357274,Yes,77,45,E2,51.35,40.54,-7.14,No,No,Male,Agency,9,ERS,Chennai,31,1
2357288,No,3,75,E2,35.14,28.92,-4.6,No,No,Male,Agency,6,BFSI,Bangalore,30,1
2357292,Yes,11,30,E1,30.95,30.95,0,No,No,Male,Agency,4,BFSI,Bangalore,27,1
2357311,No,4,30,E1,66.67,33.61,-19.83,No,No,Female,Direct,3,ERS,Bangalore,26,1
2357342,No,41,60,E1,66.67,41.03,-15.38,No,No,Male,Agency,3,BFSI,Bangalore,28,1
2357371,No,7,30,E1,55.26,55.26,0,No,No,Female,Direct,2,CSMP,Hyderabad,25,0
2357383,No,7,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,22,0
2357384,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,22,0
2357385,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,24,0
2357386,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,23,1
2357387,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,1
2357421,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,1
2357422,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,23,1
2357423,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,22,1
2357424,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,23,0
2357425,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,24,1
2357426,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,1
2357428,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,0
2357429,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,24,0
2357430,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,0
2357431,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,22,1
2357432,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,0
2357433,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,24,0
2357434,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,1
2357435,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,22,1
2357436,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,23,1
2357437,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,0
2357438,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,0
2357439,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,22,1
2357440,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,24,0
2357441,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,23,1
2357442,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,22,0
2357443,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Noida,24,0
2357444,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,23,1
2357445,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Noida,24,1
2357496,Yes,40,90,E1,42.86,42.86,0,No,No,Male,Direct,3,ERS,Chennai,26,1
2357644,No,1,30,E2,42.86,42.86,0,No,No,Male,Direct,4,INFRA,Noida,29,1
2357877,Yes,1,60,E1,48.81,33.93,-10,No,No,Male,Employee Referral,3,BFSI,Bangalore,25,1
2357979,Yes,58,60,E1,34.78,34.78,0,No,No,Male,Agency,6,BFSI,Bangalore,33,1
2358051,Yes,92,60,E1,57.38,45.28,-7.69,No,No,Male,Employee Referral,3,BFSI,Bangalore,28,1
2358831,No,72,90,E2,125,125,0,No,No,Female,Agency,6,Healthcare,Bangalore,29,1
2359946,Yes,74,90,E2,42.86,42.86,0,No,No,Male,Employee Referral,13,BFSI,Bangalore,37,1
2360011,Yes,97,90,E2,31.65,16.46,-11.54,No,No,Male,Direct,9,BFSI,Chennai,33,1
2360395,No,1,30,E1,34.48,34.48,0,No,No,Female,Employee Referral,3,BFSI,Chennai,26,1
2360508,No,44,45,E3,30.42,34.26,2.95,No,No,Male,Agency,8,INFRA,Noida,33,1
2360542,Yes,6,90,E2,25,25,0,No,No,Male,Direct,6,EAS,Bangalore,28,0
2360606,No,22,60,E2,28.3,37.46,7.14,No,No,Male,Agency,7,INFRA,Chennai,31,1
2360630,No,1,30,E2,37.5,50,9.09,No,No,Male,Agency,3,INFRA,Bangalore,25,1
